,Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
0,Aeugst am Albis,8914,0,Aeugst am Albis,1,ZH,8.48831328535326,47.26700438726633,de
1,Aeugstertal,8914,2,Aeugst am Albis,1,ZH,8.49364170604486,47.2827608088534,de
2,Zwillikon,8909,0,Affoltern am Albis,2,ZH,8.431458619350813,47.287633089462105,de
3,Affoltern am Albis,8910,0,Affoltern am Albis,2,ZH,8.448945112880077,47.27916857724247,de
4,Bonstetten,8906,0,Bonstetten,3,ZH,8.467611445312384,47.31551041988308,de
5,Sihlbrugg,6340,4,Hausen am Albis,4,ZH,8.575173951552003,47.221166984565386,de
6,Langnau am Albis,8135,0,Hausen am Albis,4,ZH,8.522602732801188,47.2661624930981,de
7,Hausen am Albis,8915,0,Hausen am Albis,4,ZH,8.534860104026881,47.24235959332327,de
8,Ebertswil,8925,0,Hausen am Albis,4,ZH,8.550009060935205,47.22615737479009,de
9,Hedingen,8908,0,Hedingen,5,ZH,8.450346932518778,47.29793768702259,de
10,Kappel am Albis,8926,0,Kappel am Albis,6,ZH,8.52484980001053,47.22736695387242,de
11,Hauptikon,8926,2,Kappel am Albis,6,ZH,8.495354094622611,47.23038738389161,de
12,Uerzlikon,8926,3,Kappel am Albis,6,ZH,8.49938180782218,47.22203318856604,de
13,Knonau,8934,0,Knonau,7,ZH,8.460616615257766,47.22379409396199,de
14,Maschwanden,8933,0,Maschwanden,8,ZH,8.426273936192054,47.23524076522423,de
15,Mettmenstetten,8932,0,Mettmenstetten,9,ZH,8.463769783327361,47.24279923596396,de
16,Affoltern am Albis,8910,0,Obfelden,10,ZH,8.43856623125508,47.27137607268962,de
17,Obfelden,8912,0,Obfelden,10,ZH,8.42304503703087,47.263626853678495,de
18,Ottenbach,8913,0,Ottenbach,11,ZH,8.404344633221083,47.28277133737463,de
19,Rifferswil,8911,0,Rifferswil,12,ZH,8.496528927971678,47.243477987063386,de
20,Adliswil,8134,0,Stallikon,13,ZH,8.505877599121481,47.312105292377176,de
21,Stallikon,8143,0,Stallikon,13,ZH,8.490997118966119,47.32586425336778,de
22,Uetliberg,8143,2,Stallikon,13,ZH,8.491344879313965,47.3494790465516,de
23,Wettswil,8907,0,Wettswil am Albis,14,ZH,8.474962403404636,47.33802011347025,de
24,Benken ZH,8463,0,Benken (ZH),22,ZH,8.654019191577385,47.65273896514521,de
25,Berg am Irchel,8415,0,Berg am Irchel,23,ZH,8.598157496002308,47.57046219876355,de
26,Gräslikon,8415,1,Berg am Irchel,23,ZH,8.605294557065687,47.557320374168285,de
27,Buch am Irchel,8414,0,Buch am Irchel,24,ZH,8.622589256001662,47.54900405618059,de
28,Dachsen,8447,0,Dachsen,25,ZH,8.613862622551544,47.6669723430032,de
29,Dorf,8458,0,Dorf,26,ZH,8.647981643666581,47.5716861924361,de
30,Feuerthalen,8245,0,Feuerthalen,27,ZH,8.64104452857084,47.69094830024171,de
31,Langwiesen,8246,0,Feuerthalen,27,ZH,8.6632601277367,47.68398355488189,de
32,Flaach,8416,0,Flaach,28,ZH,8.60285262969122,47.573334476210746,de
33,Flurlingen,8247,0,Flurlingen,29,ZH,8.62786801940825,47.6841707878047,de
34,Henggart,8444,0,Henggart,31,ZH,8.683314132835044,47.562703893397725,de
35,Kleinandelfingen,8451,0,Kleinandelfingen,33,ZH,8.682990859670031,47.59952836439314,de
36,Alten,8453,0,Kleinandelfingen,33,ZH,8.647460097153353,47.59942553542318,de
37,Oerlingen,8461,0,Kleinandelfingen,33,ZH,8.676249811872285,47.62398412956237,de
38,Nohl,8212,4,Laufen-Uhwiesen,34,ZH,8.607844328824012,47.66994437548598,de
39,Uhwiesen,8248,0,Laufen-Uhwiesen,34,ZH,8.634368664570138,47.67107838986943,de
40,Dachsen,8447,0,Laufen-Uhwiesen,34,ZH,8.613741920484175,47.67559684255742,de
41,Marthalen,8460,0,Marthalen,35,ZH,8.64840876490265,47.62520566237858,de
42,Ellikon am Rhein,8464,0,Marthalen,35,ZH,8.597405495833414,47.605485574447805,de
43,Trüllikon,8466,0,Ossingen,37,ZH,8.689871285180535,47.62522368255119,de
44,Ossingen,8475,0,Ossingen,37,ZH,8.725764404647775,47.610340091874704,de
45,Rheinau,8462,0,Rheinau,38,ZH,8.603384787478777,47.64394415257786,de
46,Ellikon am Rhein,8464,0,Rheinau,38,ZH,8.60869713052077,47.60357981702725,de
47,Thalheim an der Thur,8478,0,Thalheim an der Thur,39,ZH,8.75433628100378,47.57897255565752,de
48,Rudolfingen,8465,0,Trüllikon,40,ZH,8.673417184764507,47.64036170030906,de
49,Wildensbuch,8465,1,Trüllikon,40,ZH,8.675901719829207,47.65173147193734,de
50,Trüllikon,8466,0,Trüllikon,40,ZH,8.692247251999763,47.6372693507532,de
51,Truttikon,8467,0,Truttikon,41,ZH,8.72651460572754,47.6301286585794,de
52,Volken,8459,0,Volken,43,ZH,8.629002244065166,47.57283883412277,de
53,Bülach,8180,0,Bachenbülach,51,ZH,8.564421710325043,47.51030825306576,de
54,Bachenbülach,8184,0,Bachenbülach,51,ZH,8.546430192606914,47.50356920457575,de
55,Bassersdorf,8303,0,Bassersdorf,52,ZH,8.627838771811374,47.44430845300167,de
56,Bülach,8180,0,Bülach,53,ZH,8.540863629475654,47.51707100782142,de
57,Glattfelden,8192,0,Bülach,53,ZH,8.52455019230342,47.54902720818704,de
58,Dietlikon,8305,0,Dietlikon,54,ZH,8.615781748254063,47.42552862161528,de
59,Dübendorf,8600,0,Dietlikon,54,ZH,8.624613634755821,47.40826693865088,de
60,Eglisau,8193,0,Eglisau,55,ZH,8.526037855083436,47.57518002603192,de
61,Rafz,8197,0,Eglisau,55,ZH,8.541636227917143,47.59116463049643,de
62,Embrach,8424,0,Embrach,56,ZH,8.595217101828691,47.5012284266776,de
63,Freienstein,8427,2,Freienstein-Teufen,57,ZH,8.590853915374247,47.53261473528856,de
64,Teufen ZH,8428,0,Freienstein-Teufen,57,ZH,8.567384714588757,47.5498909760702,de
65,Bülach,8180,0,Glattfelden,58,ZH,8.528453638201153,47.55199801652291,de
66,Glattfelden,8192,0,Glattfelden,58,ZH,8.49894483007971,47.55880970413219,de
67,Zweidlen,8192,1,Glattfelden,58,ZH,8.466662839321954,47.56092348422757,de
68,Eglisau,8193,0,Glattfelden,58,ZH,8.495676842103242,47.57888385777604,de
69,Hochfelden,8182,0,Hochfelden,59,ZH,8.515470064458354,47.52335843558774,de
70,Glattfelden,8192,0,Hochfelden,59,ZH,8.499386932789267,47.53939423195322,de
71,Höri,8181,0,Höri,60,ZH,8.508440693226534,47.50742392281879,de
72,Hüntwangen,8194,0,Hüntwangen,61,ZH,8.49291578573097,47.59544946350886,de
73,Kloten,8302,0,Kloten,62,ZH,8.584370227219702,47.45253052663672,de
74,Nürensdorf,8309,0,Kloten,62,ZH,8.627824346633957,47.46318655177957,de
75,Lufingen,8426,0,Lufingen,63,ZH,8.593667175905107,47.490399981624726,de
76,Nürensdorf,8309,0,Nürensdorf,64,ZH,8.649206628955003,47.44797590603677,de
77,Oberembrach,8425,0,Oberembrach,65,ZH,8.617427756375864,47.487407227673486,de
78,Zürich,8052,0,Opfikon,66,ZH,8.56201847395461,47.41744129415096,de
79,Glattbrugg,8152,0,Opfikon,66,ZH,8.568188088895571,47.43383627524212,de
80,Opfikon,8152,1,Opfikon,66,ZH,8.57742334234081,47.43221267172676,de
81,Glattpark (Opfikon),8152,2,Opfikon,66,ZH,8.561675338962793,47.4232475038171,de
82,Rafz,8197,0,Rafz,67,ZH,8.534988509339827,47.614389437993154,de
83,Rorbas,8427,3,Rorbas,68,ZH,8.578119172609911,47.52897999594148,de
84,Teufen ZH,8428,0,Rorbas,68,ZH,8.56967853914894,47.543211572563024,de
85,Wallisellen,8304,0,Wallisellen,69,ZH,8.591794513941402,47.412676351995,de
86,Wasterkingen,8195,0,Wasterkingen,70,ZH,8.472611941896382,47.590126688509976,de
87,Wil ZH,8196,0,Wasterkingen,70,ZH,8.47831836183531,47.60783984530576,de
88,Wil ZH,8196,0,Wil (ZH),71,ZH,8.503495532736599,47.60268307307099,de
89,Rafz,8197,0,Wil (ZH),71,ZH,8.536014125723984,47.59272753569313,de
90,Bülach,8180,0,Winkel,72,ZH,8.56796055495089,47.50703316951488,de
91,Winkel,8185,0,Winkel,72,ZH,8.554477337310221,47.49250038461605,de
92,Bachs,8164,0,Bachs,81,ZH,8.439070029806587,47.52505895659891,de
93,Boppelsen,8113,0,Boppelsen,82,ZH,8.402593613350334,47.47053417759852,de
94,Regensberg,8158,0,Boppelsen,82,ZH,8.402681006738563,47.48150123317514,de
95,Buchs ZH,8107,0,Buchs (ZH),83,ZH,8.43812539324188,47.45881152222135,de
96,Dällikon,8108,0,Dällikon,84,ZH,8.439384093893743,47.43993161052506,de
97,Dänikon ZH,8114,0,Dänikon,85,ZH,8.405405206690604,47.44594314149815,de
98,Dielsdorf,8157,0,Dielsdorf,86,ZH,8.45355459043416,47.48419186144986,de
99,Hüttikon,8115,0,Hüttikon,87,ZH,8.3871685039007,47.44608841496912,de
100,Steinmaur,8162,0,Neerach,88,ZH,8.456907336762445,47.510834604578754,de
101,Bachs,8164,0,Neerach,88,ZH,8.461177225015113,47.51386685010993,de
102,Neerach,8173,0,Neerach,88,ZH,8.47452120272768,47.51348577209389,de
103,Stadel b. Niederglatt,8174,0,Neerach,88,ZH,8.473982406602094,47.52090894995305,de
104,Niederhasli,8155,0,Niederglatt,89,ZH,8.480345881895644,47.49126852063814,de
105,Niederglatt ZH,8172,0,Niederglatt,89,ZH,8.503516038972542,47.487463475564354,de
106,Niederhasli,8155,0,Niederhasli,90,ZH,8.483811515555885,47.48232494617864,de
107,Nassenwil,8155,1,Niederhasli,90,ZH,8.471468627188537,47.46576244014668,de
108,Oberhasli,8156,0,Niederhasli,90,ZH,8.49828249716288,47.46541926244081,de
109,Niederweningen,8166,0,Niederweningen,91,ZH,8.368980277796924,47.50414122859768,de
110,Oberglatt ZH,8154,0,Oberglatt,92,ZH,8.52072647965942,47.47663140368921,de
111,Siglistorf,5462,0,Oberweningen,93,ZH,8.400753676698693,47.52759892794146,de
112,Oberweningen,8165,2,Oberweningen,93,ZH,8.407361929364615,47.503772608460736,de
113,Buchs ZH,8107,0,Otelfingen,94,ZH,8.413565967622194,47.45559055293287,de
114,Otelfingen,8112,0,Otelfingen,94,ZH,8.387127546944358,47.46190585454648,de
115,Regensberg,8158,0,Regensberg,95,ZH,8.438811951768017,47.48314969967727,de
116,Regensdorf,8105,0,Regensdorf,96,ZH,8.465587250433273,47.4306851140246,de
117,Watt,8105,2,Regensdorf,96,ZH,8.481297209055368,47.44281342534846,de
118,Adlikon b. Regensdorf,8106,2,Regensdorf,96,ZH,8.466498101820388,47.4481389732845,de
119,Zürich,8052,0,Rümlang,97,ZH,8.540725263062455,47.43260378169158,de
120,Glattbrugg,8152,0,Rümlang,97,ZH,8.554663155253,47.43353876609442,de
121,Rümlang,8153,0,Rümlang,97,ZH,8.532700636182767,47.45169256661303,de
122,Schleinikon,8165,3,Schleinikon,98,ZH,8.391506523940256,47.49809258135476,de
123,Schöfflisdorf,8165,0,Schöfflisdorf,99,ZH,8.416881290226316,47.50006328294066,de
124,Stadel b. Niederglatt,8174,0,Stadel,100,ZH,8.466077102463384,47.52714340464087,de
125,Windlach,8175,0,Stadel,100,ZH,8.474969835465785,47.54114992574625,de
126,Niederhasli,8155,0,Steinmaur,101,ZH,8.474590065392073,47.49139222522788,de
127,Steinmaur,8162,0,Steinmaur,101,ZH,8.455669383904736,47.49912093430476,de
128,Sünikon,8162,1,Steinmaur,101,ZH,8.435905014651176,47.49070400012085,de
129,Weiach,8187,0,Weiach,102,ZH,8.437903123722482,47.55762070831526,de
130,Hinwil,8340,0,Bäretswil,111,ZH,8.851503983066536,47.32318064652433,de
131,Bäretswil,8344,0,Bäretswil,111,ZH,8.85577846146996,47.337535252949415,de
132,Adetswil,8345,0,Bäretswil,111,ZH,8.840409637136647,47.340520553292485,de
133,Gibswil,8498,0,Bäretswil,111,ZH,8.90246475770744,47.33257475394604,de
134,Bubikon,8608,0,Bubikon,112,ZH,8.817225489727857,47.26900932951344,de
135,Wolfhausen,8633,0,Bubikon,112,ZH,8.800087295613308,47.25655807424269,de
136,Hinwil,8340,0,Dürnten,113,ZH,8.851012312857593,47.2839140587108,de
137,Bubikon,8608,0,Dürnten,113,ZH,8.82994839749881,47.267504115326425,de
138,Rüti ZH,8630,0,Dürnten,113,ZH,8.854275814734164,47.26384865215697,de
139,Tann,8632,0,Dürnten,113,ZH,8.85155200860088,47.263546593223005,de
140,Dürnten,8635,0,Dürnten,113,ZH,8.843185982524831,47.278137372399314,de
141,Wald ZH,8636,0,Dürnten,113,ZH,8.890258641032379,47.27117977931746,de
142,Hinwil,8340,0,Fischenthal,114,ZH,8.89128631673596,47.31463510672658,de
143,Bauma,8494,0,Fischenthal,114,ZH,8.92114061310771,47.35968875167404,de
144,Steg im Tösstal,8496,0,Fischenthal,114,ZH,8.932353997483498,47.35391272673796,de
145,Fischenthal,8497,0,Fischenthal,114,ZH,8.919322585122904,47.33147322605521,de
146,Gibswil,8498,0,Fischenthal,114,ZH,8.915288758150421,47.31395009567144,de
147,Bertschikon (Gossau ZH),8614,0,Gossau (ZH),115,ZH,8.75728777491018,47.3209529874555,de
148,Mönchaltorf,8617,0,Gossau (ZH),115,ZH,8.7355749203494,47.30959554427936,de
149,Grüt (Gossau ZH),8624,0,Gossau (ZH),115,ZH,8.782010937840672,47.31104833868434,de
150,Gossau ZH,8625,0,Gossau (ZH),115,ZH,8.76270342930178,47.30104484061906,de
151,Ottikon (Gossau ZH),8626,0,Gossau (ZH),115,ZH,8.779374208067315,47.296489243055575,de
152,Grüningen,8627,0,Gossau (ZH),115,ZH,8.73701162067661,47.28855174566581,de
153,Grüningen,8627,0,Grüningen,116,ZH,8.761922878548353,47.2847987797599,de
154,Hinwil,8340,0,Hinwil,117,ZH,8.847208610141404,47.3011820716778,de
155,Wernetshausen,8342,0,Hinwil,117,ZH,8.866444416626077,47.29897194749234,de
156,Gibswil,8498,0,Hinwil,117,ZH,8.89927517665382,47.30956589410276,de
157,Rüti ZH,8630,0,Rüti (ZH),118,ZH,8.849160286108347,47.25910945865308,de
158,Wald ZH,8636,0,Rüti (ZH),118,ZH,8.903738127884301,47.26770492980204,de
159,Aathal-Seegräben,8607,0,Seegräben,119,ZH,8.769625042807338,47.33944687008346,de
160,Fischenthal,8497,0,Wald (ZH),120,ZH,8.932103896774874,47.31406671459694,de
161,Wald ZH,8636,0,Wald (ZH),120,ZH,8.915950200012754,47.27704723036556,de
162,Laupen ZH,8637,0,Wald (ZH),120,ZH,8.928314296723697,47.26510976912709,de
163,Adetswil,8345,0,Wetzikon (ZH),121,ZH,8.830090605616247,47.33480864048701,de
164,Wetzikon ZH,8620,0,Wetzikon (ZH),121,ZH,8.806375156850532,47.32238807191015,de
165,Wetzikon ZH,8623,0,Wetzikon (ZH),121,ZH,8.821414806906569,47.332170101253446,de
166,Zürich,8041,0,Adliswil,131,ZH,8.513269871931982,47.32233637571192,de
167,Adliswil,8134,0,Adliswil,131,ZH,8.522315303694374,47.31284103738969,de
168,Kilchberg ZH,8802,0,Kilchberg (ZH),135,ZH,8.542836827741464,47.32041763720032,de
169,Rüschlikon,8803,0,Kilchberg (ZH),135,ZH,8.554338796356273,47.315462333284295,de
170,Langnau am Albis,8135,0,Langnau am Albis,136,ZH,8.534583285015563,47.28824437116239,de
171,Oberrieden,8942,0,Oberrieden,137,ZH,8.576700382018855,47.27701429822005,de
172,Richterswil,8805,0,Richterswil,138,ZH,8.700955877910815,47.20826066969482,de
173,Samstagern,8833,0,Richterswil,138,ZH,8.678340155299011,47.19458456823168,de
174,Rüschlikon,8803,0,Rüschlikon,139,ZH,8.554894204054305,47.30932441735598,de
175,Gattikon,8136,0,Thalwil,141,ZH,8.550583931680448,47.284620293043176,de
176,Thalwil,8800,0,Thalwil,141,ZH,8.569164155771151,47.290223114366,de
177,Erlenbach ZH,8703,0,Erlenbach (ZH),151,ZH,8.591594123388965,47.30229682295557,de
178,Erlenbach ZH,8703,0,Herrliberg,152,ZH,8.604055719037081,47.29369122415506,de
179,Herrliberg,8704,0,Herrliberg,152,ZH,8.616883228825824,47.285197157837146,de
180,Grüningen,8627,0,Hombrechtikon,153,ZH,8.778993972638219,47.26494967906463,de
181,Hombrechtikon,8634,0,Hombrechtikon,153,ZH,8.76387178360639,47.25297519392692,de
182,Feldbach,8714,0,Hombrechtikon,153,ZH,8.782158936497565,47.2389088992923,de
183,Forch,8127,0,Küsnacht (ZH),154,ZH,8.64823740902385,47.32539830775686,de
184,Küsnacht ZH,8700,0,Küsnacht (ZH),154,ZH,8.583538342756214,47.3168721543498,de
185,Oetwil am See,8618,0,Männedorf,155,ZH,8.71219609203588,47.26563669055824,de
186,Männedorf,8708,0,Männedorf,155,ZH,8.69382754216855,47.25469791517197,de
187,Meilen,8706,0,Meilen,156,ZH,8.639900367478418,47.26809074802968,de
188,Oetwil am See,8618,0,Oetwil am See,157,ZH,8.723220837941811,47.27018727627144,de
189,Hombrechtikon,8634,0,Stäfa,158,ZH,8.755556677797596,47.24288219812934,de
190,Stäfa,8712,0,Stäfa,158,ZH,8.731044344447753,47.23895073268293,de
191,Uerikon,8713,0,Stäfa,158,ZH,8.756748551921905,47.234569897388816,de
192,Uetikon am See,8707,0,Uetikon am See,159,ZH,8.676921463896058,47.26182409806981,de
193,Zumikon,8126,0,Zumikon,160,ZH,8.623277907915842,47.33140333459929,de
194,Zollikerberg,8125,0,Zollikon,161,ZH,8.602261647411273,47.34800675033366,de
195,Zollikon,8702,0,Zollikon,161,ZH,8.574179370651436,47.33827490362902,de
196,Illnau,8308,0,Fehraltorf,172,ZH,8.74731700610759,47.40428323876106,de
197,Fehraltorf,8320,0,Fehraltorf,172,ZH,8.75227696885112,47.38712798665247,de
198,Hittnau,8335,0,Hittnau,173,ZH,8.824101584206876,47.36092687982071,de
199,Kemptthal,8310,0,Lindau,176,ZH,8.705688049683063,47.452811736020536,de
200,Grafstal,8310,1,Lindau,176,ZH,8.698216790994378,47.443870293831154,de
201,Winterberg ZH,8312,0,Lindau,176,ZH,8.692087063972052,47.45655292869648,de
202,Lindau,8315,0,Lindau,176,ZH,8.670647759883606,47.441863068421256,de
203,Tagelswangen,8317,0,Lindau,176,ZH,8.671844628020898,47.430415652277375,de
204,Pfäffikon ZH,8330,0,Pfäffikon,177,ZH,8.781101980256928,47.36522615309005,de
205,Auslikon,8331,0,Pfäffikon,177,ZH,8.80690557183696,47.34550487891338,de
206,Wetzikon ZH,8623,0,Pfäffikon,177,ZH,8.815556157335882,47.33816854219868,de
207,Madetswil,8322,0,Russikon,178,ZH,8.79143965833676,47.41016807960352,de
208,Gündisau,8322,2,Russikon,178,ZH,8.807446348083905,47.398020426465074,de
209,Russikon,8332,0,Russikon,178,ZH,8.773790713651897,47.39620841027907,de
210,Rumlikon,8332,2,Russikon,178,ZH,8.759724099039255,47.40929689942004,de
211,Agasul,8308,2,Weisslingen,180,ZH,8.746811360700905,47.42682371936285,de
212,Weisslingen,8484,0,Weisslingen,180,ZH,8.765125611641263,47.4334349741883,de
213,Neschwil,8484,2,Weisslingen,180,ZH,8.788230611124362,47.43020826173229,de
214,Theilingen,8484,3,Weisslingen,180,ZH,8.767776956877528,47.42111068118776,de
215,Rikon im Tösstal,8486,0,Weisslingen,180,ZH,8.786795145960657,47.44801656103069,de
216,Wila,8492,0,Wila,181,ZH,8.845832655779686,47.41941565311436,de
217,Saland,8493,0,Wila,181,ZH,8.85804856188311,47.39684407565437,de
218,Madetswil,8322,0,Wildberg,182,ZH,8.804743035030148,47.41852051780703,de
219,Turbenthal,8488,0,Wildberg,182,ZH,8.83155023147992,47.43903088074086,de
220,Wildberg,8489,0,Wildberg,182,ZH,8.816681798366814,47.42751412366287,de
221,Schalchen,8489,1,Wildberg,182,ZH,8.826216050019134,47.40692316327332,de
222,Ehrikon,8489,2,Wildberg,182,ZH,8.809024888476626,47.41894837200692,de
223,Gockhausen,8044,1,Dübendorf,191,ZH,8.602475950574982,47.38333585442108,de
224,Zürich,8051,0,Dübendorf,191,ZH,8.589022233538214,47.39350648868638,de
225,Dübendorf,8600,0,Dübendorf,191,ZH,8.618052062776723,47.395080263298325,de
226,Schwerzenbach,8603,0,Dübendorf,191,ZH,8.64633640757447,47.386465097307024,de
227,Forch,8127,0,Egg,192,ZH,8.662024467745791,47.30566472157078,de
228,Egg b. Zürich,8132,0,Egg,192,ZH,8.691447150962007,47.30065417811812,de
229,Hinteregg,8132,2,Egg,192,ZH,8.684243433749401,47.30594153115987,de
230,Esslingen,8133,0,Egg,192,ZH,8.709645800528286,47.28835517148579,de
231,Fällanden,8117,0,Fällanden,193,ZH,8.638358449481473,47.370528890884025,de
232,Pfaffhausen,8118,0,Fällanden,193,ZH,8.623247129419298,47.36573695843239,de
233,Benglen,8121,0,Fällanden,193,ZH,8.637323992136501,47.36117322895199,de
234,Greifensee,8606,2,Greifensee,194,ZH,8.676980114106447,47.3649848685553,de
235,Binz,8122,0,Maur,195,ZH,8.627067326055073,47.3567446276112,de
236,Ebmatingen,8123,0,Maur,195,ZH,8.63997210016202,47.35147588793316,de
237,Maur,8124,0,Maur,195,ZH,8.672844678428788,47.337809961101,de
238,Forch,8127,0,Maur,195,ZH,8.654119906768903,47.33460745806381,de
239,Hinteregg,8132,2,Maur,195,ZH,8.683362328032514,47.316977469112565,de
240,Aathal-Seegräben,8607,0,Mönchaltorf,196,ZH,8.75853552974146,47.32856278129145,de
241,Mönchaltorf,8617,0,Mönchaltorf,196,ZH,8.72197517883632,47.31015613385332,de
242,Dübendorf,8600,0,Schwerzenbach,197,ZH,8.650132553165179,47.39097001075345,de
243,Schwerzenbach,8603,0,Schwerzenbach,197,ZH,8.652131602888902,47.37979451346095,de
244,Gutenswil,8605,0,Uster,198,ZH,8.714673455363972,47.37679457893472,de
245,Nänikon,8606,0,Uster,198,ZH,8.693385382769616,47.37018201150075,de
246,Uster,8610,0,Uster,198,ZH,8.71690082510045,47.34585310298203,de
247,Sulzbach,8614,2,Uster,198,ZH,8.746715064556431,47.32896105660855,de
248,Wermatswil,8615,0,Uster,198,ZH,8.74593371079058,47.36210523941859,de
249,Freudwil,8615,2,Uster,198,ZH,8.734096629052276,47.374737002123815,de
250,Riedikon,8616,0,Uster,198,ZH,8.711528149578221,47.33252680574925,de
251,Mönchaltorf,8617,0,Uster,198,ZH,8.735766530096637,47.32693521419452,de
252,Effretikon,8307,0,Volketswil,199,ZH,8.682460581761799,47.41183044582301,de
253,Volketswil,8604,0,Volketswil,199,ZH,8.69142247090143,47.38905499772681,de
254,Gutenswil,8605,0,Volketswil,199,ZH,8.717984059779962,47.38514559334549,de
255,Brüttisellen,8306,0,Wangen-Brüttisellen,200,ZH,8.629741540885098,47.42322240129563,de
256,Wangen b. Dübendorf,8602,0,Wangen-Brüttisellen,200,ZH,8.646458325200049,47.40946288435608,de
257,Altikon,8479,0,Altikon,211,ZH,8.78450488733637,47.57524000380281,de
258,Brütten,8311,0,Brütten,213,ZH,8.674222243891652,47.47408979183086,de
259,Rutschwil (Dägerlen),8471,0,Dägerlen,214,ZH,8.730225104223566,47.55653292891488,de
260,Dägerlen,8471,2,Dägerlen,214,ZH,8.722114711070226,47.56089640269968,de
261,Oberwil (Dägerlen),8471,3,Dägerlen,214,ZH,8.716621985023135,47.57259007845758,de
262,Berg (Dägerlen),8471,4,Dägerlen,214,ZH,8.733175041147192,47.5637187541533,de
263,Bänk (Dägerlen),8471,5,Dägerlen,214,ZH,8.739209536742981,47.54837646134214,de
264,Dättlikon,8421,0,Dättlikon,215,ZH,8.62416872473886,47.524882791078014,de
265,Dinhard,8474,0,Dinhard,216,ZH,8.768290555789141,47.5552042607987,de
266,Ellikon an der Thur,8548,0,Ellikon an der Thur,218,ZH,8.825412166209187,47.56201674458188,de
267,Elsau,8352,0,Elsau,219,ZH,8.802517903216344,47.50615367134981,de
268,Gerlikon,8500,4,Hagenbuch,220,ZH,8.87550858812662,47.52769445953046,de
269,Hagenbuch ZH,8523,0,Hagenbuch,220,ZH,8.88783517467721,47.52101673163975,de
270,Hettlingen,8442,0,Hettlingen,221,ZH,8.708118813703202,47.54838177671516,de
271,Aesch (Neftenbach),8412,0,Neftenbach,223,ZH,8.6793652943283,47.54127515856092,de
272,Riet (Neftenbach),8412,1,Neftenbach,223,ZH,8.686827029984409,47.53646034883262,de
273,Hünikon (Neftenbach),8412,2,Neftenbach,223,ZH,8.668214291144237,47.55214310496287,de
274,Neftenbach,8413,0,Neftenbach,223,ZH,8.667824601889858,47.52855893458482,de
275,Pfungen,8422,0,Pfungen,224,ZH,8.64653645848558,47.51587827090937,de
276,Rickenbach ZH,8545,0,Rickenbach (ZH),225,ZH,8.793893839390265,47.55144716954408,de
277,Rickenbach Sulz,8545,1,Rickenbach (ZH),225,ZH,8.787877754614444,47.540696871189816,de
278,Hofstetten ZH,8354,0,Schlatt (ZH),226,ZH,8.83962692498086,47.47281058845319,de
279,Winterthur,8405,0,Schlatt (ZH),226,ZH,8.79858933286607,47.47151148219172,de
280,Schlatt ZH,8418,0,Schlatt (ZH),226,ZH,8.825961740283878,47.46795475268602,de
281,Seuzach,8472,0,Seuzach,227,ZH,8.73836762918562,47.536234488745166,de
282,Bichelsee,8363,0,Turbenthal,228,ZH,8.921304223961396,47.43405482120858,de
283,Turbenthal,8488,0,Turbenthal,228,ZH,8.847388690836128,47.43516269158667,de
284,Wila,8492,0,Turbenthal,228,ZH,8.869681836479515,47.41074889303802,de
285,Schmidrüti,8495,0,Turbenthal,228,ZH,8.903416307294572,47.41481312792848,de
286,Kemptthal,8310,0,Winterthur,230,ZH,8.71571430352363,47.46116708459668,de
287,Ricketwil (Winterthur),8352,2,Winterthur,230,ZH,8.80093912350213,47.48593309020861,de
288,Winterthur,8400,0,Winterthur,230,ZH,8.72954884269744,47.491621873326025,de
289,Winterthur,8404,0,Winterthur,230,ZH,8.759223002794496,47.507475123256896,de
290,Reutlingen (Winterthur),8404,2,Winterthur,230,ZH,8.751333851221453,47.527952542932496,de
291,Stadel (Winterthur),8404,3,Winterthur,230,ZH,8.761468968858043,47.53454503911586,de
292,Winterthur,8405,0,Winterthur,230,ZH,8.778269585505283,47.47754949977949,de
293,Winterthur,8406,0,Winterthur,230,ZH,8.700625776013917,47.48322456758198,de
294,Winterthur,8408,0,Winterthur,230,ZH,8.68334220971565,47.50773949910317,de
295,Winterthur,8409,0,Winterthur,230,ZH,8.781455850549886,47.509825107380685,de
296,Sennhof (Winterthur),8482,0,Winterthur,230,ZH,8.758021929741268,47.46916602671504,de
297,Wiesendangen,8542,0,Winterthur,230,ZH,8.777761479895274,47.53164821764902,de
298,Rickenbach Sulz,8545,1,Winterthur,230,ZH,8.782573524161224,47.53516521506288,de
299,Kollbrunn,8483,0,Zell (ZH),231,ZH,8.7766254729831,47.45729666979828,de
300,Rikon im Tösstal,8486,0,Zell (ZH),231,ZH,8.796773363512141,47.44472450528816,de
301,Zell ZH,8487,0,Zell (ZH),231,ZH,8.822697588686555,47.44852473679616,de
302,Rämismühle,8487,1,Zell (ZH),231,ZH,8.81908237236302,47.44157302596573,de
303,Aesch ZH,8904,0,Aesch (ZH),241,ZH,8.438240182749135,47.33735726486113,de
304,Uitikon Waldegg,8142,0,Birmensdorf (ZH),242,ZH,8.465289722490494,47.35585979999167,de
305,Birmensdorf ZH,8903,0,Birmensdorf (ZH),242,ZH,8.441176919517936,47.35166523754455,de
306,Dietikon,8953,0,Dietikon,243,ZH,8.403729396195992,47.40491419685633,de
