,Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
2409,Meltingen,4233,0,Meltingen,2620,SO,7.588109820689691,47.38646905270415,de
2410,Himmelried,4204,0,Nunningen,2621,SO,7.598988180101993,47.4142477913158,de
2411,Nunningen,4208,0,Nunningen,2621,SO,7.619250934102281,47.39339796044525,de
2412,Meltingen,4233,0,Zullwil,2622,SO,7.598428665092466,47.38666366727552,de
2413,Zullwil,4234,0,Zullwil,2622,SO,7.599841400813107,47.39115247591701,de
2414,Basel,4001,0,Basel,2701,BS,7.588870113343706,47.55637068489486,de
2415,Basel,4031,0,Basel,2701,BS,7.582833473894854,47.56196605555984,de
2416,Basel,4031,0,Basel,2701,BS,7.576346251909282,47.562486243105496,de
2417,Basel,4051,0,Basel,2701,BS,7.586697633712084,47.554190537244246,de
2418,Basel,4052,0,Basel,2701,BS,7.596174402480728,47.52247160085576,de
2419,Basel,4052,0,Basel,2701,BS,7.609107209580731,47.54502701755553,de
2420,Basel,4053,0,Basel,2701,BS,7.601012683002598,47.53833137100621,de
2421,Basel,4054,0,Basel,2701,BS,7.568940143971525,47.55049380824938,de
2422,Basel,4055,0,Basel,2701,BS,7.563961744031856,47.56372775378096,de
2423,Basel,4056,0,Basel,2701,BS,7.573533628210058,47.56951486372504,de
2424,Basel,4057,0,Basel,2701,BS,7.599656338067886,47.57607136035068,de
2425,Basel,4058,0,Basel,2701,BS,7.613484948991055,47.56771366293725,de
2426,Basel,4059,0,Basel,2701,BS,7.593411728698013,47.53160364257617,de
2427,Bettingen,4126,0,Bettingen,2702,BS,7.664969202626866,47.57096074487957,de
2428,Basel,4058,0,Riehen,2703,BS,7.627474010062436,47.56791672723849,de
2429,Riehen,4125,0,Riehen,2703,BS,7.649218137671261,47.58471114896281,de
2430,Aesch BL,4147,0,Aesch (BL),2761,BL,7.596577758556619,47.46685205427124,de
2431,Reinach BL,4153,0,Aesch (BL),2761,BL,7.596598753295694,47.48372298620841,de
2432,Allschwil,4123,0,Allschwil,2762,BL,7.535641462998725,47.55062094583276,de
2433,Arlesheim,4144,0,Arlesheim,2763,BL,7.626761740150684,47.49508231367093,de
2434,Biel-Benken BL,4105,0,Biel-Benken,2764,BL,7.519286263971317,47.50357107152688,de
2435,Basel,4053,0,Binningen,2765,BL,7.585858142650092,47.54089857636369,de
2436,Bruderholz,4101,0,Binningen,2765,BL,7.582091789821619,47.52857714968418,de
2437,Binningen,4102,0,Binningen,2765,BL,7.577510759408908,47.5391581535978,de
2438,Birsfelden,4127,0,Birsfelden,2766,BL,7.625557759220216,47.555447725174254,de
2439,Bruderholz,4101,0,Bottmingen,2767,BL,7.578850637706163,47.52781947964438,de
2440,Binningen,4102,0,Bottmingen,2767,BL,7.565983595544649,47.5289382418449,de
2441,Bottmingen,4103,0,Bottmingen,2767,BL,7.574453419546123,47.5257576530981,de
2442,Ettingen,4107,0,Ettingen,2768,BL,7.541140750534698,47.480392897471226,de
2443,Basel,4052,0,Münchenstein,2769,BL,7.616674139551041,47.53591280692544,de
2444,Münchenstein,4142,0,Münchenstein,2769,BL,7.6215552027864355,47.51368936361954,de
2445,Reinach BL,4153,0,Münchenstein,2769,BL,7.607594623563755,47.50485024098923,de
2446,Birsfelden,4127,0,Muttenz,2770,BL,7.65843277627821,47.54301108592248,de
2447,Muttenz,4132,0,Muttenz,2770,BL,7.654465313913493,47.52099882926945,de
2448,Pratteln,4133,0,Muttenz,2770,BL,7.66762512450171,47.53307010851148,de
2449,Münchenstein,4142,0,Muttenz,2770,BL,7.625237816299904,47.52432762305271,de
2450,Oberwil BL,4104,0,Oberwil (BL),2771,BL,7.554009430473809,47.51368881069738,de
2451,Aesch BL,4147,0,Pfeffingen,2772,BL,7.566587945352087,47.46345753251366,de
2452,Pfeffingen,4148,0,Pfeffingen,2772,BL,7.58894109513398,47.45948190012256,de
2453,Arlesheim,4144,0,Reinach (BL),2773,BL,7.607031976029323,47.50270677460021,de
2454,Reinach BL,4153,0,Reinach (BL),2773,BL,7.590496496968148,47.49265265778774,de
2455,Schönenbuch,4124,0,Schönenbuch,2774,BL,7.50588975842835,47.5348391789757,de
2456,Therwil,4106,0,Therwil,2775,BL,7.553658001057792,47.497230179002415,de
2457,Reinach BL,4153,0,Therwil,2775,BL,7.571668697002764,47.49199948975924,de
2458,Blauen,4223,0,Blauen,2781,BL,7.518103492834109,47.45076301256308,de
2459,Brislach,4225,0,Brislach,2782,BL,7.543649192705194,47.418054896663655,de
2460,Laufen,4242,0,Brislach,2782,BL,7.520828092450488,47.419507355333856,de
2461,Burg im Leimental,4117,0,Burg im Leimental,2783,BL,7.4394950299998,47.45607024809806,de
2462,Laufen,4242,0,Dittingen,2784,BL,7.510807617253704,47.42632915730344,de
2463,Dittingen,4243,0,Dittingen,2784,BL,7.496297572492436,47.44214040083346,de
2464,Duggingen,4202,0,Duggingen,2785,BL,7.606372771928876,47.452301733755306,de
2465,Grellingen,4203,0,Grellingen,2786,BL,7.587594495610833,47.441671893072005,de
2466,Laufen,4242,0,Laufen,2787,BL,7.498428335198225,47.42111498269406,de
2467,Wahlen b. Laufen,4246,0,Laufen,2787,BL,7.514934562438711,47.41038324185917,de
2468,Bärschwil,4252,0,Laufen,2787,BL,7.480299933850333,47.3944733697163,de
2469,Liesberg,4253,0,Liesberg,2788,BL,7.42177825570078,47.39696252396988,de
2470,Liesberg Dorf,4254,0,Liesberg,2788,BL,7.429214623760897,47.40437085598599,de
2471,Nenzlingen,4224,0,Nenzlingen,2789,BL,7.563705183654132,47.44807862495942,de
2472,Roggenburg,2814,0,Roggenburg,2790,BL,7.341370045891763,47.43304566745117,de
2473,Kleinlützel,4245,0,Roggenburg,2790,BL,7.382095069087944,47.43076115647306,de
2474,Röschenz,4244,0,Röschenz,2791,BL,7.47234125401743,47.42779778413061,de
2475,Wahlen b. Laufen,4246,0,Wahlen,2792,BL,7.516121723455267,47.4024381250759,de
2476,Zwingen,4222,0,Zwingen,2793,BL,7.529679782585629,47.43745135095956,de
2477,Laufen,4242,0,Zwingen,2793,BL,7.512207370523935,47.42581844622972,de
2478,Olsberg,4305,0,Arisdorf,2821,BL,7.783525963888401,47.51974325498382,de
2479,Arisdorf,4422,0,Arisdorf,2821,BL,7.766884692152538,47.51077489401165,de
2480,Pratteln,4133,0,Augst,2822,BL,7.696178765897482,47.53178696100949,de
2481,Augst BL,4302,0,Augst,2822,BL,7.719991739928825,47.53247753587151,de
2482,Kaiseraugst,4303,0,Augst,2822,BL,7.724199551670947,47.53615822153848,de
2483,Liestal,4410,0,Bubendorf,2823,BL,7.738459200864058,47.465740353359685,de
2484,Bubendorf,4416,0,Bubendorf,2823,BL,7.734645500280203,47.44892043713861,de
2485,Pratteln,4133,0,Frenkendorf,2824,BL,7.708719727883877,47.50860231411029,de
2486,Frenkendorf,4402,0,Frenkendorf,2824,BL,7.706743964125709,47.501853913380245,de
2487,Füllinsdorf,4414,0,Füllinsdorf,2825,BL,7.728726968437146,47.50756063121848,de
2488,Kaiseraugst,4303,0,Giebenach,2826,BL,7.734051918709813,47.53066237176458,de
2489,Giebenach,4304,0,Giebenach,2826,BL,7.743283502935662,47.523494744663296,de
2490,Hersberg,4423,0,Hersberg,2827,BL,7.78197905258427,47.49139695909268,de
2491,Lausen,4415,0,Lausen,2828,BL,7.759559085286316,47.47033386094739,de
2492,Liestal,4410,0,Liestal,2829,BL,7.734837044272838,47.4847952025951,de
2493,Lausen,4415,0,Liestal,2829,BL,7.751625731184872,47.47568306704047,de
2494,Arisdorf,4422,0,Liestal,2829,BL,7.7495890013223505,47.50012719748206,de
2495,Lupsingen,4419,0,Lupsingen,2830,BL,7.69402608165102,47.44580065085959,de
2496,Pratteln,4133,0,Pratteln,2831,BL,7.6880761609829475,47.5156671479948,de
2497,Augst BL,4302,0,Pratteln,2831,BL,7.713640614260742,47.534449906756656,de
2498,Frenkendorf,4402,0,Pratteln,2831,BL,7.694120140756036,47.50372264956518,de
2499,Ramlinsburg,4433,0,Ramlinsburg,2832,BL,7.764435492966223,47.44901906322804,de
2500,Seltisberg,4411,0,Seltisberg,2833,BL,7.715215110766593,47.45913644167224,de
2501,Nuglar,4412,0,Seltisberg,2833,BL,7.701522930853286,47.462574669694,de
2502,Ziefen,4417,0,Ziefen,2834,BL,7.70530257608472,47.42924293162259,de
2503,Anwil,4469,0,Anwil,2841,BL,7.939884737447228,47.45135938078053,de
2504,Sissach,4450,0,Böckten,2842,BL,7.825864680719705,47.46481462223252,de
2505,Böckten,4461,0,Böckten,2842,BL,7.832644904987675,47.46539831538596,de
2506,Rümlingen,4444,0,Buckten,2843,BL,7.846801890791055,47.41978534490448,de
2507,Häfelfingen,4445,0,Buckten,2843,BL,7.85017062680656,47.419349243294704,de
2508,Buckten,4446,0,Buckten,2843,BL,7.844657205503039,47.41020353788593,de
2509,Känerkinden,4447,0,Buckten,2843,BL,7.839468115468577,47.41703999478462,de
2510,Rickenbach BL,4462,0,Buus,2844,BL,7.857795917760546,47.49090634550004,de
2511,Buus,4463,0,Buus,2844,BL,7.866240568423815,47.50587017812506,de
2512,Diepflingen,4442,0,Diepflingen,2845,BL,7.838745636715361,47.44671133451895,de
2513,Rümlingen,4444,0,Gelterkinden,2846,BL,7.852270541977504,47.43885049109136,de
2514,Gelterkinden,4460,0,Gelterkinden,2846,BL,7.858803366158925,47.46423285796233,de
2515,Häfelfingen,4445,0,Häfelfingen,2847,BL,7.866042094794459,47.41503418831654,de
2516,Läufelfingen,4448,0,Häfelfingen,2847,BL,7.8697394264363325,47.40663030348733,de
2517,Hellikon,4316,0,Hemmiken,2848,BL,7.895892886190808,47.50180770093332,de
2518,Hemmiken,4465,0,Hemmiken,2848,BL,7.892945978308315,47.48840397894801,de
2519,Ormalingen,4466,0,Hemmiken,2848,BL,7.873254410123583,47.4923051218303,de
2520,Sissach,4450,0,Itingen,2849,BL,7.789328298799506,47.473604261385965,de
2521,Itingen,4452,0,Itingen,2849,BL,7.788074559713408,47.46722247948047,de
2522,Känerkinden,4447,0,Känerkinden,2850,BL,7.833744153376466,47.41471333764632,de
2523,Wenslingen,4493,0,Kilchberg (BL),2851,BL,7.907160514854002,47.425713364823935,de
2524,Kilchberg BL,4496,0,Kilchberg (BL),2851,BL,7.8989715567828,47.42585094701258,de
2525,Buckten,4446,0,Läufelfingen,2852,BL,7.842354221599014,47.40476619379591,de
2526,Läufelfingen,4448,0,Läufelfingen,2852,BL,7.859505150703256,47.39793333305456,de
2527,Eptingen,4458,0,Läufelfingen,2852,BL,7.843142731344737,47.378477540706086,de
2528,Wisen SO,4634,0,Läufelfingen,2852,BL,7.873075772604762,47.39777418545465,de
2529,Wintersingen,4451,0,Maisprach,2853,BL,7.836133809387181,47.50739569458044,de
2530,Maisprach,4464,0,Maisprach,2853,BL,7.843981198043401,47.52492833343327,de
2531,Nusshof,4453,0,Nusshof,2854,BL,7.804052003317728,47.49154973513198,de
2532,Oltingen,4494,0,Oltingen,2855,BL,7.933773352036215,47.43311734034831,de
2533,Gelterkinden,4460,0,Ormalingen,2856,BL,7.866120641348011,47.46852828622111,de
2534,Hemmiken,4465,0,Ormalingen,2856,BL,7.890189373621181,47.479655582738914,de
2535,Ormalingen,4466,0,Ormalingen,2856,BL,7.874077394501319,47.46937895936574,de
2536,Rickenbach BL,4462,0,Rickenbach (BL),2857,BL,7.850511539386286,47.48471996993386,de
2537,Rothenfluh,4467,0,Rothenfluh,2858,BL,7.914393311542638,47.46195012346367,de
2538,Rümlingen,4444,0,Rümlingen,2859,BL,7.8534913849105505,47.425766569508255,de
2539,Häfelfingen,4445,0,Rünenberg,2860,BL,7.879275307789401,47.41837038798316,de
2540,Rünenberg,4497,0,Rünenberg,2860,BL,7.8871878141135054,47.43300823868636,de
2541,Sissach,4450,0,Sissach,2861,BL,7.809748427713257,47.46572514899035,de
2542,Tecknau,4492,0,Tecknau,2862,BL,7.887409439112948,47.44589286400765,de
2543,Wittinsburg,4443,0,Tenniken,2863,BL,7.828303125220401,47.426363897791575,de
2544,Tenniken,4456,0,Tenniken,2863,BL,7.812880249136029,47.43643221296652,de
2545,Thürnen,4441,0,Thürnen,2864,BL,7.829021959889581,47.45599625376933,de
2546,Sissach,4450,0,Thürnen,2864,BL,7.816535339827658,47.45337267762152,de
2547,Wenslingen,4493,0,Wenslingen,2865,BL,7.909527000568207,47.43996213375178,de
2548,Zeglingen,4495,0,Wenslingen,2865,BL,7.911872138686197,47.42492168098503,de
2549,Wintersingen,4451,0,Wintersingen,2866,BL,7.825954666428532,47.49253593373747,de
2550,Diepflingen,4442,0,Wittinsburg,2867,BL,7.843178748059448,47.438954195600495,de
2551,Wittinsburg,4443,0,Wittinsburg,2867,BL,7.840462011991114,47.42570461175647,de
2552,Rümlingen,4444,0,Wittinsburg,2867,BL,7.849256901990226,47.43240251914254,de
2553,Zeglingen,4495,0,Zeglingen,2868,BL,7.904712151242405,47.41684418666053,de
2554,Zunzgen,4455,0,Zunzgen,2869,BL,7.807800993956983,47.45023160883974,de
2555,Arboldswil,4424,0,Arboldswil,2881,BL,7.7186027105621955,47.41662559649289,de
2556,Titterten,4425,0,Arboldswil,2881,BL,7.70269053558961,47.41090828485879,de
2557,Bennwil,4431,0,Bennwil,2882,BL,7.781152216383496,47.40073507869624,de
2558,Hölstein,4434,0,Bennwil,2882,BL,7.773793974345549,47.40987417602973,de
2559,Diegten,4457,0,Bennwil,2882,BL,7.795995832737653,47.40033997988009,de
2560,Bretzwil,4207,0,Bretzwil,2883,BL,7.648835502346156,47.39952600150013,de
2561,Känerkinden,4447,0,Diegten,2884,BL,7.826161308528679,47.40856950335678,de
2562,Läufelfingen,4448,0,Diegten,2884,BL,7.829222696055396,47.39891219378092,de
2563,Tenniken,4456,0,Diegten,2884,BL,7.7947506238393585,47.425517644120525,de
2564,Diegten,4457,0,Diegten,2884,BL,7.811264651263934,47.415536893795895,de
2565,Eptingen,4458,0,Eptingen,2885,BL,7.823733994937671,47.38610888310278,de
2566,Hölstein,4434,0,Hölstein,2886,BL,7.771106382834792,47.42745817066604,de
2567,Diegten,4457,0,Hölstein,2886,BL,7.789342084738527,47.414538266841646,de
2568,Lampenberg,4432,0,Lampenberg,2887,BL,7.754166165345647,47.42612355519864,de
2569,Langenbruck,4438,0,Langenbruck,2888,BL,7.767491480955991,47.34889426029655,de
2570,Beinwil SO,4229,0,Lauwil,2889,BL,7.649285313066516,47.369647094706565,de
2571,Reigoldswil,4418,0,Lauwil,2889,BL,7.686201036193833,47.37616329491499,de
2572,Lauwil,4426,0,Lauwil,2889,BL,7.675400620785453,47.387736997452365,de
2573,Ramiswil,4719,0,Lauwil,2889,BL,7.68443325192016,47.37160737957291,de
2574,Liedertswil,4436,2,Liedertswil,2890,BL,7.720666248437504,47.390518453110055,de
2575,Arboldswil,4424,0,Niederdorf,2891,BL,7.733136029479539,47.40850355494273,de
2576,Bennwil,4431,0,Niederdorf,2891,BL,7.767752577926559,47.40216884696386,de
2577,Niederdorf,4435,0,Niederdorf,2891,BL,7.749580766011817,47.40945327411642,de
2578,Oberdorf BL,4436,0,Niederdorf,2891,BL,7.767073957262944,47.40642862682961,de
2579,Niederdorf,4435,0,Oberdorf (BL),2892,BL,7.744266241780212,47.40298499392908,de
2580,Oberdorf BL,4436,0,Oberdorf (BL),2892,BL,7.753843036559463,47.39128341277502,de
2581,Liedertswil,4436,2,Oberdorf (BL),2892,BL,7.73380544686909,47.39118439381346,de
2582,Reigoldswil,4418,0,Reigoldswil,2893,BL,7.68666671092082,47.40040380149326,de
2583,Titterten,4425,0,Titterten,2894,BL,7.719533620598961,47.403903756790704,de
2584,Reigoldswil,4418,0,Waldenburg,2895,BL,7.701396307700151,47.37412721387721,de
2585,Waldenburg,4437,0,Waldenburg,2895,BL,7.748811254449349,47.38289732580177,de
2586,Langenbruck,4438,0,Waldenburg,2895,BL,7.726781250455321,47.36983071453256,de
2587,Gächlingen,8214,0,Gächlingen,2901,SH,8.499914739841,47.70223961102723,de
2588,Gächlingen,8214,0,Gächlingen,2901,SH,8.510387388155989,47.7351129126336,de
2589,Siblingen,8225,0,Gächlingen,2901,SH,8.502621799308814,47.73166873679486,de
2590,Schleitheim,8226,0,Gächlingen,2901,SH,8.504267884913013,47.73620985075212,de
2591,Guntmadingen,8223,0,Löhningen,2903,SH,8.55609618472677,47.6926062190925,de
2592,Löhningen,8224,0,Löhningen,2903,SH,8.553064840247584,47.69912853977566,de
2593,Neunkirch,8213,0,Neunkirch,2904,SH,8.498689224812633,47.69058141558467,de
2594,Wilchingen,8217,0,Neunkirch,2904,SH,8.466253342198252,47.6826669101924,de
2595,Guntmadingen,8223,0,Neunkirch,2904,SH,8.539872419674069,47.68709106967656,de
2596,Löhningen,8224,0,Neunkirch,2904,SH,8.525409627571191,47.698894185045305,de
2597,Schaffhausen,8200,0,Büttenhardt,2914,SH,8.631180725286129,47.745021463165074,de
2598,Büttenhardt,8236,0,Büttenhardt,2914,SH,8.652982183272087,47.75602666928816,de
2599,Dörflingen,8239,0,Dörflingen,2915,SH,8.72284975667164,47.70616146124532,de
2600,Lohn SH,8235,0,Lohn (SH),2917,SH,8.671226011560446,47.756404599381966,de
2601,Stetten SH,8234,0,Stetten (SH),2919,SH,8.663118865631521,47.74019275137458,de
2602,Opfertshofen SH,8236,2,Thayngen,2920,SH,8.662608403269388,47.777343479946815,de
2603,Thayngen,8240,0,Thayngen,2920,SH,8.711194668363992,47.74744104783301,de
2604,Barzheim,8241,0,Thayngen,2920,SH,8.721166707726539,47.760675898722,de
2605,Bibern SH,8242,0,Thayngen,2920,SH,8.67729716563837,47.77263578454034,de
2606,Hofen SH,8242,1,Thayngen,2920,SH,8.676873205131708,47.78274105824539,de
2607,Altdorf SH,8243,0,Thayngen,2920,SH,8.658575871778845,47.78409678066163,de
2608,Bargen SH,8233,0,Bargen (SH),2931,SH,8.610245613254218,47.79191161127814,de
2609,Beringen,8222,0,Beringen,2932,SH,8.572611624934394,47.699178668182974,de
2610,Guntmadingen,8223,0,Beringen,2932,SH,8.557250708561561,47.686015147377134,de
2611,Buchberg,8454,0,Buchberg,2933,SH,8.562847812627616,47.57278001913014,de
2612,Rüdlingen,8455,0,Buchberg,2933,SH,8.55301745198351,47.59191954649912,de
2613,Merishausen,8232,0,Merishausen,2936,SH,8.607066926262922,47.760087838359176,de
2614,Schaffhausen,8200,0,Neuhausen am Rheinfall,2937,SH,8.623743442700546,47.69009215642966,de
2615,Neuhausen am Rheinfall,8212,0,Neuhausen am Rheinfall,2937,SH,8.617446571830547,47.68182622587651,de
2616,Rüdlingen,8455,0,Rüdlingen,2938,SH,8.572229025722118,47.57917928752981,de
2617,Schaffhausen,8200,0,Schaffhausen,2939,SH,8.625944327476045,47.71766272558258,de
2618,Schaffhausen,8203,0,Schaffhausen,2939,SH,8.66205519343421,47.6997598969335,de
2619,Schaffhausen,8207,0,Schaffhausen,2939,SH,8.672768788265897,47.72346967760935,de
2620,Schaffhausen,8208,0,Schaffhausen,2939,SH,8.635900474439833,47.71189902286902,de
2621,Neuhausen am Rheinfall,8212,0,Schaffhausen,2939,SH,8.620436430938586,47.6955315824092,de
2622,Beringen,8222,0,Schaffhausen,2939,SH,8.604933562726295,47.69453437371277,de
2623,Hemmental,8231,0,Schaffhausen,2939,SH,8.579115266112112,47.73532683241783,de
2624,Schleitheim,8226,0,Beggingen,2951,SH,8.511243258663374,47.76331205592111,de
2625,Beggingen,8228,0,Beggingen,2951,SH,8.533659241969888,47.76762415523137,de
2626,Schleitheim,8226,0,Schleitheim,2952,SH,8.488614291114507,47.74962633306975,de
2627,Siblingen,8225,0,Siblingen,2953,SH,8.519391058790344,47.71418720629928,de
2628,Buch SH,8263,0,Buch (SH),2961,SH,8.783015003804268,47.71710039603235,de
2629,Hemishofen,8261,0,Hemishofen,2962,SH,8.8320704874562,47.67687162399041,de
2630,Ramsen,8262,0,Ramsen,2963,SH,8.813003041693037,47.70692880627541,de
2631,Stein am Rhein,8260,0,Stein am Rhein,2964,SH,8.860172420275655,47.65893571955728,de
2632,Hallau,8215,0,Hallau,2971,SH,8.462171251437317,47.698414815703565,de
2633,Oberhallau,8216,0,Oberhallau,2972,SH,8.47852194976199,47.70488198264856,de
2634,Wilchingen,8217,0,Trasadingen,2973,SH,8.447012741259423,47.65778129566817,de
2635,Trasadingen,8219,0,Trasadingen,2973,SH,8.43067620221272,47.667936847353786,de
2636,Wilchingen,8217,0,Wilchingen,2974,SH,8.46466743912962,47.66923791360452,de
2637,Wilchingen,8217,0,Wilchingen,2974,SH,8.519372868197038,47.655502485572846,de
2638,Osterfingen,8218,0,Wilchingen,2974,SH,8.491104201092346,47.66307504176219,de
2639,Herisau,9100,0,Herisau,3001,AR,9.279451691019036,47.38592569730449,de
2640,Schachen b. Herisau,9112,0,Herisau,3001,AR,9.243146227843573,47.38509125733599,de
2641,Gossau SG,9200,0,Herisau,3001,AR,9.232338094876022,47.39694574838492,de
2642,Stein AR,9063,0,Hundwil,3002,AR,9.346822749291077,47.355892988054265,de
2643,Hundwil,9064,0,Hundwil,3002,AR,9.320539709061876,47.36564558625275,de
2644,Urnäsch,9107,0,Hundwil,3002,AR,9.316250556313058,47.26630064485439,de
2645,Gonten,9108,0,Hundwil,3002,AR,9.328226805603498,47.33131402520603,de
2646,Schönengrund,9105,0,Schönengrund,3003,AR,9.226361464778448,47.32578436455803,de
2647,Urnäsch,9107,0,Schönengrund,3003,AR,9.251761358474663,47.326813388597735,de
2648,Herisau,9100,0,Schwellbrunn,3004,AR,9.2446810632567,47.36699143583707,de
2649,Schwellbrunn,9103,0,Schwellbrunn,3004,AR,9.24926780474281,47.35225924928341,de
2650,Waldstatt,9104,0,Schwellbrunn,3004,AR,9.268754772928707,47.34323254031179,de
2651,Schönengrund,9105,0,Schwellbrunn,3004,AR,9.24241105037136,47.33190350750065,de
2652,Degersheim,9113,0,Schwellbrunn,3004,AR,9.199921527866584,47.358081644978405,de
2653,St. Gallen,9014,0,Stein (AR),3005,AR,9.327677465960274,47.4006193684608,de
2654,Stein AR,9063,0,Stein (AR),3005,AR,9.34399890460838,47.37511129920863,de
2655,Schwellbrunn,9103,0,Urnäsch,3006,AR,9.272216362651143,47.340440300539626,de
2656,Waldstatt,9104,0,Urnäsch,3006,AR,9.277342221836811,47.34154111958317,de
2657,Urnäsch,9107,0,Urnäsch,3006,AR,9.28293694355312,47.31704324769014,de
2658,Herisau,9100,0,Waldstatt,3007,AR,9.267691593175542,47.35757592865461,de
2659,Schwellbrunn,9103,0,Waldstatt,3007,AR,9.267067637588232,47.3548114637426,de
2660,Waldstatt,9104,0,Waldstatt,3007,AR,9.283506051426595,47.35647794683162,de
2661,Trogen,9043,0,Bühler,3021,AR,9.44848279578529,47.39016221157859,de
2662,Bühler,9055,0,Bühler,3021,AR,9.425841920347851,47.37339398841754,de
2663,Bühler,9055,0,Gais,3022,AR,9.442519940915382,47.37728492674936,de
2664,Gais,9056,0,Gais,3022,AR,9.455029331585484,47.362275057514864,de
2665,Altstätten SG,9450,0,Gais,3022,AR,9.502423783131304,47.38713569394056,de
2666,Speicherschwendi,9037,0,Speicher,3023,AR,9.436636400039884,47.42517476798464,de
2667,Speicher,9042,0,Speicher,3023,AR,9.442710395538477,47.41318472487846,de
2668,St. Gallen,9012,0,Teufen (AR),3024,AR,9.369950700923868,47.40659385270984,de
2669,Speicher,9042,0,Teufen (AR),3024,AR,9.434758998343408,47.39498438893677,de
2670,Niederteufen,9052,0,Teufen (AR),3024,AR,9.367348250241708,47.392249842799146,de
2671,Teufen AR,9053,0,Teufen (AR),3024,AR,9.38757553105238,47.38986175090979,de
2672,Bühler,9055,0,Teufen (AR),3024,AR,9.40113026008164,47.37887430296929,de
2673,Lustmühle,9062,0,Teufen (AR),3024,AR,9.359179769015345,47.40029024964599,de
2674,Trogen,9043,0,Trogen,3025,AR,9.465423036427048,47.40830647933184,de
2675,Grub AR,9035,0,Grub (AR),3031,AR,9.509522929898669,47.44844912193842,de
2676,Rehetobel,9038,0,Grub (AR),3031,AR,9.513471100471978,47.43285099681087,de
2677,Grub SG,9036,0,Heiden,3032,AR,9.52946942697208,47.45633624134485,de
2678,Rehetobel,9038,0,Heiden,3032,AR,9.517300423412886,47.4303227784062,de
2679,Heiden,9410,0,Heiden,3032,AR,9.53506624262168,47.44511656482135,de
2680,Oberegg,9413,0,Heiden,3032,AR,9.544926463496584,47.43112041069645,de
2681,Wolfhalden,9427,0,Heiden,3032,AR,9.546312101542412,47.46181425483652,de
2682,Wienacht-Tobel,9405,0,Lutzenberg,3033,AR,9.539165545361891,47.46547751465468,de
2683,Lutzenberg,9426,0,Lutzenberg,3033,AR,9.5836246320658,47.4595906708567,de
2684,Wolfhalden,9427,0,Lutzenberg,3033,AR,9.563520983379425,47.45624570743325,de
2685,Eggersriet,9034,0,Rehetobel,3034,AR,9.467196034282551,47.43650051202696,de
2686,Speicherschwendi,9037,0,Rehetobel,3034,AR,9.452858264026544,47.43091998434436,de
2687,Rehetobel,9038,0,Rehetobel,3034,AR,9.482502270572782,47.42623637816181,de
2688,Reute AR,9411,0,Reute (AR),3035,AR,9.575386987213792,47.42008796029071,de
2689,Schachen b. Reute,9411,1,Reute (AR),3035,AR,9.560247550219588,47.42702176516289,de
2690,Marbach SG,9437,0,Reute (AR),3035,AR,9.55753723093045,47.397355875039295,de
2691,Trogen,9043,0,Wald (AR),3036,AR,9.498063786819817,47.40609774004098,de
2692,Wald AR,9044,0,Wald (AR),3036,AR,9.489073151072818,47.41550455560157,de
2693,Wolfhalden,9427,0,Walzenhausen,3037,AR,9.566258509886016,47.43984373562073,de
2694,Walzenhausen,9428,0,Walzenhausen,3037,AR,9.601169092597049,47.45152787625997,de
2695,Heiden,9410,0,Wolfhalden,3038,AR,9.554041894979246,47.43887317401946,de
2696,Thal,9425,0,Wolfhalden,3038,AR,9.56039362228013,47.46307228162856,de
2697,Wolfhalden,9427,0,Wolfhalden,3038,AR,9.550719045799452,47.45404240700694,de
2698,Walzenhausen,9428,0,Wolfhalden,3038,AR,9.572354420120242,47.44475961213278,de
2699,Appenzell,9050,0,Appenzell,3101,AI,9.410087891843505,47.33089870839597,de
2700,Appenzell Meistersrüte,9050,5,Appenzell,3101,AI,9.4299076778467,47.345005679162746,de
2701,Appenzell Schlatt,9050,7,Appenzell,3101,AI,9.416447556650878,47.35585715151398,de
2702,Gais,9056,0,Appenzell,3101,AI,9.455215064980932,47.35049623207634,de
2703,Appenzell,9050,0,Gonten,3102,AI,9.386077557550824,47.34067491287016,de
2704,Gonten,9108,0,Gonten,3102,AI,9.346644208325324,47.328271975034326,de
2705,Gontenbad,9108,2,Gonten,3102,AI,9.372437912670303,47.33161066458039,de
2706,Jakobsbad,9108,3,Gonten,3102,AI,9.328245597826138,47.32010886417834,de
2707,Appenzell,9050,0,Schlatt-Haslen,3104,AI,9.391042336947333,47.34789183260624,de
2708,Appenzell Enggenhütten,9050,3,Schlatt-Haslen,3104,AI,9.362306435490408,47.353054584949554,de
2709,Appenzell Schlatt,9050,7,Schlatt-Haslen,3104,AI,9.395959106132194,47.35642857375616,de
2710,Niederteufen,9052,0,Schlatt-Haslen,3104,AI,9.362496804855589,47.38645638341771,de
2711,Teufen AR,9053,0,Schlatt-Haslen,3104,AI,9.394415153089248,47.37581230280807,de
2712,Haslen AI,9054,0,Schlatt-Haslen,3104,AI,9.366958528861256,47.36963734012242,de
2713,Bühler,9055,0,Schlatt-Haslen,3104,AI,9.400252772631024,47.371485503629344,de
2714,Gais,9056,0,Schlatt-Haslen,3104,AI,9.430401122652771,47.36417093443229,de
